id,title,rating,date,MPA_rating
B188,"189.Late Spring (1949)",93,"Jul 21, 1972",Not Rated
B189,"190.Ikiru",92,"Mar 25, 1956",Not Rated
B190,"191.One More Time with Feeling",92,"Sep 8, 2016",PG
B191,"192.The Wizard of Oz",92,"Aug 25, 1939",Passed
B192,"193.Ride the High Country",92,"May 9, 1962",Approved
B193,"194.Memoria",92,"Dec 26, 2021",PG
B194,"195.The Diving Bell and the Butterfly",92,"Nov 30, 2007",PG-13
B195,"196.Invasion of the Body Snatchers",92,"Feb 5, 1956",Approved
B196,"197.Close-Up",92,"Dec 31, 1999",Not Rated
B197,"198.The Class",92,"Dec 19, 2008",PG-13
B198,"199.Platoon",92,"Dec 19, 1986",TV-14
B199,"200.No Country for Old Men",92,"Nov 9, 2007",R
B200,"201.Chinatown",92,"Jun 20, 1974",TV-14
B201,"202.Here",92,"Feb 9, 2024",Feb 9, 2024
B202,"203.35 Shots of Rum",92,"Sep 16, 2009",Unrated
B203,"204.Apocalypse Now: Final Cut",92,"Aug 15, 2019",TV-14
B204,"205.King Kong",92,"Apr 7, 1933",TV-PG
B205,"206.Umberto D (re-release)",92,"Feb 15, 2002",Not Rated
B206,"207.Secrets & Lies",92,"Sep 27, 1996",R
B207,"208.The Florida Project",92,"Oct 6, 2017",R
B208,"209.Timbuktu",92,"Jan 28, 2015",PG-13
B209,"210.Frenzy",92,"Jun 21, 1972",R
B210,"211.Days",92,"Aug 13, 2021",Unrated
B211,"212.Brief Encounter",92,"Aug 24, 1946",Not Rated
B212,"213.No Other Land",92,"Nov 1, 2024",Nov 1, 2024
B213,"214.Cool Hand Luke",92,"Nov 1, 1967",GP
B214,"215.Little Women",92,"Nov 24, 1933",Passed
B215,"216.The Act of Killing",92,"Jul 19, 2013",Not Rated
B216,"217.De Humani Corporis Fabrica",92,"Apr 14, 2023",Apr 14, 2023
B217,"218.Maborosi",92,"Mar 21, 1997",Not Rated
B218,"219.Beauty and the Beast (re-release)",92,"Aug 16, 2002",Not Rated
B219,"220.E.T. The Extra-Terrestrial",92,"Jun 11, 1982",TV-PG
B220,"221.Apocalypse Now Redux",92,"Aug 3, 2001",Aug 3, 2001
B221,"222.Never Rarely Sometimes Always",92,"Mar 13, 2020",PG-13
B222,"223.Annie Hall",92,"Apr 20, 1977",TV-14
B223,"224.The Lord of the Rings: The Fellowship of the Ring",92,"Dec 19, 2001",PG-13
B224,"225.Quiz Show",92,"Sep 14, 1994",TV-14
B225,"226.Leviathan",92,"Dec 25, 2014",R
B226,"227.Menus Plaisirs - Les Troisgros",92,"Nov 22, 2023",Nov 22, 2023
B227,"228.Le Cercle Rouge (1970)",92,"Jan 10, 2003",Not Rated
B228,"229.Toy Story 3",92,"Jun 18, 2010",G
B229,"230.The Souvenir",92,"May 17, 2019",R
B230,"231.This Is Spinal Tap",92,"Mar 2, 1984",TV-14
B231,"232.Goodfellas",92,"Sep 1, 1990",TV-MA
B232,"233.The Zone of Interest",92,"Dec 15, 2023",PG-13
B233,"234.Alphaville",92,"Oct 25, 1965",Not Rated
B234,"235.The Look of Silence",92,"Jul 17, 2015",PG-13
B235,"236.Tower",92,"Oct 12, 2016",TV-14
B236,"237.Burning",91,"Oct 26, 2018",Not Rated
B237,"238.Drive My Car",91,"Nov 24, 2021",Unrated
B238,"239.Moolaadé",91,"Oct 15, 2004",Unrated
B239,"240.A Summer's Tale",91,"Jun 20, 2014",G
B240,"241.Saint Omer",91,"Jan 13, 2023",PG-13
B241,"242.Atanarjuat: The Fast Runner",91,"Jun 7, 2002",R
B242,"243.L.A. Confidential",91,"Sep 19, 1997",TV-14
B243,"244.Time",91,"Oct 9, 2020",PG-13
B244,"245.Three Colors: White",91,"Jun 10, 1994",R
B245,"246.Gavagai",91,"Aug 3, 2018",Aug 3, 2018
B246,"247.A Bread Factory Part Two: Walk With Me a While",91,"Oct 26, 2018",Oct 26, 2018
B247,"248.The Killing",91,"Jun 6, 1956",Approved
B248,"249.Swing Time",91,"Aug 28, 1936",Passed
B249,"250.Breaking Away",91,"Jul 20, 1979",PG
B250,"251.Lost in Translation",91,"Sep 12, 2003",R
B251,"252.Ryuichi Sakamoto | Opus",91,"Mar 15, 2024",Mar 15, 2024
B252,"253.After Life",91,"May 12, 1999",Not Rated
B253,"254.Son of Saul",91,"Dec 18, 2015",R
B254,"255.Love Affair",91,"Apr 7, 1939",TV-G
B255,"256.Frankenstein",91,"Nov 21, 1931",Passed
B256,"257.Soundtrack to a Coup d'Etat",91,"Nov 1, 2024",Nov 1, 2024
B257,"258.Little Women",91,"Dec 25, 2019",PG
B258,"259.I Am Cuba",91,"Dec 1, 1995",Not Rated
B259,"260.The African Queen",91,"Mar 21, 1952",TV-PG
B260,"261.The Triplets of Belleville",91,"Nov 26, 2003",PG-13
B261,"262.Monty Python and the Holy Grail",91,"Apr 14, 1975",TV-PG
B262,"263.The Man Who Would Be King",91,"Dec 16, 1975",PG
B263,"264.Nickel Boys",91,"Dec 13, 2024",PG-13
B264,"265.Flee",91,"Dec 3, 2021",PG-13
B265,"266.All Quiet on the Western Front",91,"Aug 24, 1930",Passed
B266,"267.EX LIBRIS: The New York Public Library",91,"Sep 13, 2017",Sep 13, 2017
B267,"268.The Texas Chain Saw Massacre",91,"Oct 1, 1974",R
B268,"269.Young Mr. Lincoln",91,"Jun 9, 1939",Passed
B269,"270.Repulsion (re-release)",91,"Apr 21, 2006",Not Rated
B270,"271.The Ladykillers",91,"Feb 20, 1956",Not Rated
B271,"272.Tótem",91,"Jan 26, 2024",Unrated
B272,"273.Stories We Tell",91,"May 10, 2013",PG-13
B273,"274.The Boy and the Heron",91,"Nov 22, 2023",PG-13
B274,"275.A Bread Factory Part One: For the Sake of Gold",91,"Oct 26, 2018",Oct 26, 2018
B275,"276.On the Waterfront",91,"Jul 28, 1954",Approved
B276,"277.Jafar Panahi's Taxi",91,"Oct 2, 2015",Not Rated
B277,"278.Ida",91,"May 2, 2014",PG-13
B278,"279.All the Beauty and the Bloodshed",91,"Nov 23, 2022",Unrated
B279,"280.Beau Travail",91,"Mar 31, 2000",Unrated
B280,"281.Her",91,"Dec 18, 2013",TV-14
B281,"282.Waltz with Bashir",91,"Dec 25, 2008",R
B282,"283.Hit the Road",91,"Apr 22, 2022",Apr 22, 2022
B283,"284.This Is Not a Burial, It's a Resurrection",91,"Apr 2, 2021",Not Rated
B284,"285.They Shall Not Grow Old",91,"Dec 17, 2018",R
B285,"286.An Autumn Afternoon",91,"May 20, 1964",Not Rated
B286,"287.Anora",91,"Oct 18, 2024",R
B287,"288.The Favourite",91,"Nov 23, 2018",R
B288,"289.The Sweet Hereafter",91,"Nov 21, 1997",TV-MA
B289,"290.The Right Stuff",91,"Oct 21, 1983",PG
B290,"291.Bambi",91,"Aug 21, 1942",Approved
B291,"292.Bringing Up Baby",91,"Feb 18, 1938",Passed
B292,"293.The Gatekeepers",91,"Feb 1, 2013",PG-13
B293,"294.Nostalgia for the Light",91,"Mar 18, 2011",Not Rated
B294,"295.Before Sunset",91,"Jul 2, 2004",R
B295,"296.La Chimera",91,"Mar 29, 2024",Not Rated
B296,"297.The Worst Person in the World",91,"Feb 4, 2022",R
B297,"298.David Copperfield",91,"Jan 18, 1935",Passed
B298,"299.Saving Private Ryan",91,"Jul 24, 1998",TV-MA
B299,"300.Licorice Pizza",90,"Nov 26, 2021",R
B300,"301.Ben-Hur",90,"Nov 18, 1959",TV-PG
B301,"302.The Brutalist",90,"Dec 20, 2024",R
B302,"303.Only Yesterday (1991)",90,"Jan 1, 2016",PG
B303,"304.32 Sounds",90,"Apr 28, 2023",Apr 28, 2023
B304,"305.The Crying Game",90,"Nov 25, 1992",R
B305,"306.Great Expectations",90,"May 22, 1947",Approved
B306,"307.First Cow",90,"Mar 6, 2020",PG-13
B307,"308.Mad Max: Fury Road",90,"May 15, 2015",TV-14
B308,"309.Le Samouraï",90,"Jul 12, 1972",GP
B309,"310.Halloween",90,"Oct 25, 1978",TV-14
B310,"311.Ghost World",90,"Jul 20, 2001",R
B311,"312.Winter's Bone",90,"Jun 11, 2010",R
B312,"313.The Queen",90,"Sep 30, 2006",PG-13
B313,"314.Gett: The Trial of Viviane Amsalem",90,"Feb 13, 2015",Not Rated
B314,"315.I Called Him Morgan",90,"Mar 24, 2017",Mar 24, 2017
B315,"316.All of Us Strangers",90,"Dec 22, 2023",R
B316,"317.Close Encounters of the Third Kind",90,"Nov 16, 1977",TV-MA
B317,"318.The Godfather: Part II",90,"Dec 12, 1974",TV-MA
B318,"319.The Hustler",90,"Sep 25, 1961",Approved
B319,"320.Red Beard",90,"Dec 19, 1968",Not Rated
B320,"321.Procession",90,"Nov 19, 2021",R
B321,"322.My Voyage to Italy",90,"Oct 19, 2001",PG-13
B322,"323.The Good, the Bad and the Ugly",90,"Dec 29, 1967",TV-14
B323,"324.Bloody Sunday",90,"Oct 4, 2002",R
B324,"325.Blue Is the Warmest Color",90,"Oct 25, 2013",TV-MA
B325,"326.American Splendor",90,"Aug 15, 2003",TV-MA
B326,"327.Phantom Thread",90,"Dec 25, 2017",R
B327,"328.Monsieur Hulot's Holiday",90,"Jun 16, 1954",Not Rated
B328,"329.Gosford Park",90,"Dec 26, 2001",TV-MA
B329,"330.The Birds",90,"Mar 29, 1963",TV-PG
B330,"331.Wojnarowicz",90,"Mar 19, 2021",Mar 19, 2021
B331,"332.My Perestroika",90,"Mar 23, 2011",Not Rated
B332,"333.Paths of the Soul",90,"May 13, 2016",Not Rated
B333,"334.The Souvenir: Part II",90,"Oct 29, 2021",R
B334,"335.It's Such a Beautiful Day",90,"Oct 5, 2012",TV-PG
B335,"336.This Is Not a Film",90,"Mar 2, 2012",Not Rated
B336,"337.To Have and Have Not",90,"Jan 20, 1945",Passed
B337,"338.Finding Nemo",90,"May 30, 2003",TV-Y7
B338,"339.Topsy-Turvy",90,"Dec 17, 1999",R
B339,"340.Samurai Rebellion",90,"Dec 1, 1967",Not Rated
B340,"341.Sugarcane",90,"Aug 9, 2024",R
B341,"342.Small Axe: Mangrove",90,"Nov 20, 2020",TV-MA
B342,"343.Being John Malkovich",90,"Oct 29, 1999",TV-PG
B343,"344.The Incredibles",90,"Nov 5, 2004",TV-PG
B344,"345.Green Border",90,"Jun 21, 2024",Jun 21, 2024
B345,"346.A Prophet",90,"Feb 26, 2010",R
B346,"347.Almost Famous",90,"Sep 13, 2000",TV-PG
B347,"348.High and Low",90,"Nov 26, 1963",Not Rated
B348,"349.Oppenheimer",90,"Jul 21, 2023",R
B349,"350.Paths of Glory",90,"Dec 25, 1957",TV-PG
B350,"351.Cold War",90,"Dec 21, 2018",R
B351,"352.Scarface",90,"Apr 9, 1932",PG
B352,"353.The Truman Show",90,"Jun 5, 1998",PG
B353,"354.Once",90,"May 16, 2007",R
B354,"355.Big Men",90,"Mar 14, 2014",Not Rated
B355,"356.The Circus",90,"Jan 1, 1929",Passed
B356,"357.Hannah and Her Sisters",90,"Feb 1, 1986",PG-13
B357,"358.The Tale",90,"May 26, 2018",TV-MA
B358,"359.Paterson",90,"Dec 28, 2016",R
B359,"360.The Blue Angel",90,"Dec 5, 1930",Passed
B360,"361.The Fits",90,"Jun 3, 2016",Not Rated
B361,"362.Raging Bull",90,"Nov 14, 1980",R
B362,"363.Eyes Without a Face [re-release]",90,"Oct 31, 2003",Not Rated
B363,"364.United 93",90,"Apr 28, 2006",R
B364,"365.Capturing the Friedmans",90,"May 30, 2003",Not Rated
B365,"366.The Lavender Hill Mob",90,"Oct 15, 1951",Approved
B366,"367.American Hustle",90,"Dec 13, 2013",TV-14
B367,"368.The Passenger (re-release)",90,"Oct 28, 2005",PG-13
B368,"369.Star Wars: Episode IV - A New Hope",90,"May 25, 1977",TV-PG
B369,"370.Persepolis",90,"Dec 25, 2007",PG-13
B370,"371.The Age of Innocence",90,"Sep 17, 1993",PG
B371,"372.The Deer Hunter",90,"Dec 8, 1978",R
B372,"373.Eternal Sunshine of the Spotless Mind",89,"Mar 19, 2004",R
B373,"374.The Best of Youth",89,"Mar 2, 2005",R
B374,"375.The Overnighters",89,"Oct 10, 2014",PG-13
B375,"376.Fat City",89,"Jul 26, 1972",PG
B376,"377.The Lives of Others",89,"Dec 1, 2006",R
B377,"378.Two-Lane Blacktop",89,"Jul 7, 1971",R
B378,"379.House of Flying Daggers",89,"Dec 3, 2004",PG-13
B379,"380.63 Up",89,"Nov 27, 2019",Unrated
B380,"381.Minding the Gap",89,"Aug 17, 2018",Not Rated
B381,"382.Investigation of a Citizen Above Suspicion [re-release]",89,"Apr 4, 2003",R
B382,"383.Treasure Island",89,"Jul 19, 1950",PG
B383,"384.Searching for Bobby Fischer",89,"Aug 11, 1993",PG
B384,"385.Whiplash",89,"Oct 10, 2014",TV-14
B385,"386.Two Days, One Night",89,"Dec 24, 2014",PG-13
B386,"387.Killers of the Flower Moon",89,"Oct 20, 2023",R
B387,"388.National Gallery",89,"Nov 5, 2014",Not Rated
B388,"389.Assault on Precinct 13",89,"Nov 5, 1976",TV-14
B389,"390.Man on Wire",89,"Jul 25, 2008",PG-13
B390,"391.Y Tu Mamá También",89,"Mar 15, 2002",R
B391,"392.For Sama",89,"Jul 26, 2019",TV-PG
B392,"393.Force of Evil",89,"Mar 1, 1949",Passed
B393,"394.White Heat",89,"Sep 3, 1949",Not Rated
B394,"395.The Hidden Fortress",89,"Oct 6, 1960",Not Rated
B395,"396.Elle",89,"Nov 11, 2016",R
B396,"397.Still Walking",89,"Aug 21, 2009",Not Rated
B397,"398.Gangs of Wasseypur",89,"Jan 16, 2015",Not Rated
B398,"399.Thelma & Louise",89,"May 24, 1991",TV-14
B399,"400.After Hours",89,"Sep 13, 1985",R
B400,"401.When the Levees Broke: A Requiem in Four Acts",89,"Aug 21, 2006",TV-MA
B401,"402.Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",89,"Nov 3, 2006",TV-MA
B402,"403.Minari",89,"Dec 11, 2020",PG-13
B403,"404.Barry Lyndon",89,"Dec 18, 1975",PG
B404,"405.The Farewell",89,"Jul 12, 2019",PG
B405,"406.The Tale of The Princess Kaguya",89,"Oct 17, 2014",PG
B406,"407.Uncertain",89,"Mar 10, 2017",Mar 10, 2017
B407,"408.Captain Blood",89,"Dec 28, 1935",Passed
B408,"409.Great Freedom",89,"Mar 4, 2022",Unrated
B409,"410.A Star Is Born",89,"Oct 16, 1954",Passed
B410,"411.No End in Sight",89,"Jul 27, 2007",Not Rated
B411,"412.It's a Wonderful Life",89,"Jan 7, 1947",TV-G
B412,"413.The Madness of King George",89,"Dec 28, 1994",PG-13
B413,"414.Phoenix",89,"Jul 24, 2015",PG-13
B414,"415.Goodbye Solo",89,"Mar 27, 2009",R
B415,"416.Gunda",89,"Dec 11, 2020",G
B416,"417.Western",89,"Sep 25, 2015",Not Rated
B417,"418.The Power of the Dog",89,"Nov 17, 2021",R
B418,"419.Mr. Bachmann and His Class",89,"Feb 20, 2022",Feb 20, 2022
B419,"420.Sullivan's Travels",89,"Feb 6, 1942",Passed
B420,"421.Downhill Racer",89,"Nov 7, 1969",M
B421,"422.Deep Red",89,"Jun 11, 1976",TV-MA
B422,"423.Alien",89,"Jun 22, 1979",TV-14
B423,"424.Columbus",89,"Aug 4, 2017",Not Rated
B424,"425.Night of the Living Dead",89,"Oct 1, 1968",Not Rated
B425,"426.The Artist",89,"Nov 23, 2011",PG-13
B426,"427.Yankee Doodle Dandy",89,"Jun 6, 1942",Passed
B427,"428.Foreign Correspondent",89,"Aug 16, 1940",Passed
